"instant","dteday","season","yr","mnth","hr","holiday","weekday","workingday","weathersit","temp","atemp","hum","windspeed","casual","registered","cnt","date"
15148,"9/28/2012",4,1,9,8,0,"fri","yes","1_clear",0.6,0.5606,0.83,0.0896,31,674,705,2012-09-28 08:00:00
15149,"9/28/2012",4,1,9,9,0,"fri","yes","2_Mist+cloudy",0.62,0.5758,0.83,0.1045,27,399,426,2012-09-28 09:00:00
15150,"9/28/2012",4,1,9,10,0,"fri","yes","2_Mist+cloudy",0.64,0.5909,0.78,0.1343,51,194,245,2012-09-28 10:00:00
15151,"9/28/2012",4,1,9,11,0,"fri","yes","2_Mist+cloudy",0.66,0.6212,0.69,0,109,252,361,2012-09-28 11:00:00
15152,"9/28/2012",4,1,9,12,0,"fri","yes","2_Mist+cloudy",0.7,0.6515,0.54,0.2537,94,286,380,2012-09-28 12:00:00
15153,"9/28/2012",4,1,9,13,0,"fri","yes","2_Mist+cloudy",0.7,0.6515,0.51,0.2537,106,304,410,2012-09-28 13:00:00
15154,"9/28/2012",4,1,9,14,0,"fri","yes","2_Mist+cloudy",0.7,0.6515,0.54,0.2537,105,294,399,2012-09-28 14:00:00
15155,"9/28/2012",4,1,9,15,0,"fri","yes","2_Mist+cloudy",0.68,0.6364,0.54,0.2836,104,288,392,2012-09-28 15:00:00
15156,"9/28/2012",4,1,9,16,0,"fri","yes","2_Mist+cloudy",0.66,0.6212,0.5,0.2239,83,419,502,2012-09-28 16:00:00
15157,"9/28/2012",4,1,9,17,0,"fri","yes","2_Mist+cloudy",0.66,0.6212,0.54,0.2985,101,707,808,2012-09-28 17:00:00
15158,"9/28/2012",4,1,9,18,0,"fri","yes","2_Mist+cloudy",0.64,0.6212,0.5,0.2239,58,609,667,2012-09-28 18:00:00
15159,"9/28/2012",4,1,9,19,0,"fri","yes","3_Light snow/rain",0.62,0.6212,0.5,0.2537,38,470,508,2012-09-28 19:00:00
15160,"9/28/2012",4,1,9,20,0,"fri","yes","3_Light snow/rain",0.6,0.6212,0.53,0.1642,32,304,336,2012-09-28 20:00:00
15161,"9/28/2012",4,1,9,21,0,"fri","yes","3_Light snow/rain",0.6,0.6212,0.53,0.194,32,205,237,2012-09-28 21:00:00
15162,"9/28/2012",4,1,9,22,0,"fri","yes","2_Mist+cloudy",0.58,0.5455,0.53,0.2239,30,190,220,2012-09-28 22:00:00
15163,"9/28/2012",4,1,9,23,0,"fri","yes","2_Mist+cloudy",0.56,0.5303,0.56,0.194,26,164,190,2012-09-28 23:00:00
15164,"9/29/2012",4,1,9,0,0,"sat","no","1_clear",0.54,0.5152,0.6,0.2239,15,134,149,2012-09-29 00:00:00
15165,"9/29/2012",4,1,9,1,0,"sat","no","1_clear",0.54,0.5152,0.6,0.2239,12,89,101,2012-09-29 01:00:00
15166,"9/29/2012",4,1,9,2,0,"sat","no","2_Mist+cloudy",0.54,0.5152,0.56,0.2239,12,80,92,2012-09-29 02:00:00
15167,"9/29/2012",4,1,9,3,0,"sat","no","2_Mist+cloudy",0.52,0.5,0.59,0.194,4,25,29,2012-09-29 03:00:00
15168,"9/29/2012",4,1,9,4,0,"sat","no","1_clear",0.52,0.5,0.59,0.2537,6,8,14,2012-09-29 04:00:00
15169,"9/29/2012",4,1,9,5,0,"sat","no","1_clear",0.5,0.4848,0.63,0.194,2,13,15,2012-09-29 05:00:00
15170,"9/29/2012",4,1,9,6,0,"sat","no","1_clear",0.5,0.4848,0.63,0.2537,4,33,37,2012-09-29 06:00:00
15171,"9/29/2012",4,1,9,7,0,"sat","no","1_clear",0.48,0.4697,0.67,0.2836,12,61,73,2012-09-29 07:00:00
15172,"9/29/2012",4,1,9,8,0,"sat","no","1_clear",0.5,0.4848,0.68,0.2836,37,174,211,2012-09-29 08:00:00
15173,"9/29/2012",4,1,9,9,0,"sat","no","1_clear",0.5,0.4848,0.63,0.194,69,263,332,2012-09-29 09:00:00
15174,"9/29/2012",4,1,9,10,0,"sat","no","1_clear",0.54,0.5152,0.56,0.2537,134,338,472,2012-09-29 10:00:00
15175,"9/29/2012",4,1,9,11,0,"sat","no","1_clear",0.56,0.5303,0.52,0.2836,217,446,663,2012-09-29 11:00:00
15176,"9/29/2012",4,1,9,12,0,"sat","no","1_clear",0.62,0.6212,0.41,0.2985,191,491,682,2012-09-29 12:00:00
15177,"9/29/2012",4,1,9,13,0,"sat","no","1_clear",0.62,0.6212,0.41,0.2985,233,453,686,2012-09-29 13:00:00
15178,"9/29/2012",4,1,9,14,0,"sat","no","1_clear",0.6,0.6212,0.4,0.2537,302,448,750,2012-09-29 14:00:00
15179,"9/29/2012",4,1,9,15,0,"sat","no","1_clear",0.6,0.6212,0.43,0.2537,271,456,727,2012-09-29 15:00:00
15180,"9/29/2012",4,1,9,16,0,"sat","no","1_clear",0.62,0.6212,0.41,0.2537,275,447,722,2012-09-29 16:00:00
15181,"9/29/2012",4,1,9,17,0,"sat","no","1_clear",0.6,0.6212,0.38,0.3582,256,456,712,2012-09-29 17:00:00
15182,"9/29/2012",4,1,9,18,0,"sat","no","1_clear",0.56,0.5303,0.46,0.194,174,420,594,2012-09-29 18:00:00
15183,"9/29/2012",4,1,9,19,0,"sat","no","1_clear",0.52,0.5,0.55,0.1642,119,351,470,2012-09-29 19:00:00
15184,"9/29/2012",4,1,9,20,0,"sat","no","1_clear",0.52,0.5,0.55,0.194,88,227,315,2012-09-29 20:00:00
15185,"9/29/2012",4,1,9,21,0,"sat","no","1_clear",0.52,0.5,0.55,0.1343,73,219,292,2012-09-29 21:00:00
15186,"9/29/2012",4,1,9,22,0,"sat","no","1_clear",0.5,0.4848,0.63,0.1045,48,173,221,2012-09-29 22:00:00
15187,"9/29/2012",4,1,9,23,0,"sat","no","1_clear",0.5,0.4848,0.59,0.0896,35,161,196,2012-09-29 23:00:00
15188,"9/30/2012",4,1,9,0,0,"Sun","no","1_clear",0.5,0.4848,0.59,0,35,112,147,2012-09-30 00:00:00
15189,"9/30/2012",4,1,9,1,0,"Sun","no","1_clear",0.5,0.4848,0.59,0,31,85,116,2012-09-30 01:00:00
15190,"9/30/2012",4,1,9,2,0,"Sun","no","1_clear",0.48,0.4697,0.63,0,21,71,92,2012-09-30 02:00:00
15191,"9/30/2012",4,1,9,3,0,"Sun","no","1_clear",0.46,0.4545,0.67,0.0896,17,41,58,2012-09-30 03:00:00
15192,"9/30/2012",4,1,9,4,0,"Sun","no","1_clear",0.46,0.4545,0.67,0.0896,1,6,7,2012-09-30 04:00:00
15193,"9/30/2012",4,1,9,5,0,"Sun","no","1_clear",0.44,0.4394,0.72,0,1,9,10,2012-09-30 05:00:00
15194,"9/30/2012",4,1,9,6,0,"Sun","no","1_clear",0.44,0.4394,0.72,0.0896,2,20,22,2012-09-30 06:00:00
15195,"9/30/2012",4,1,9,7,0,"Sun","no","1_clear",0.44,0.4394,0.77,0,14,43,57,2012-09-30 07:00:00
15196,"9/30/2012",4,1,9,8,0,"Sun","no","1_clear",0.48,0.4697,0.67,0.1045,18,126,144,2012-09-30 08:00:00
15197,"9/30/2012",4,1,9,9,0,"Sun","no","1_clear",0.52,0.5,0.63,0.1045,74,211,285,2012-09-30 09:00:00
15198,"9/30/2012",4,1,9,10,0,"Sun","no","1_clear",0.58,0.5455,0.46,0.1642,160,319,479,2012-09-30 10:00:00
15199,"9/30/2012",4,1,9,11,0,"Sun","no","1_clear",0.6,0.6212,0.43,0.2239,222,369,591,2012-09-30 11:00:00
15200,"9/30/2012",4,1,9,12,0,"Sun","no","1_clear",0.62,0.6212,0.41,0.2985,206,474,680,2012-09-30 12:00:00
15201,"9/30/2012",4,1,9,13,0,"Sun","no","1_clear",0.62,0.6212,0.41,0.2537,180,414,594,2012-09-30 13:00:00
15202,"9/30/2012",4,1,9,14,0,"Sun","no","1_clear",0.62,0.6212,0.41,0.2537,208,404,612,2012-09-30 14:00:00
15203,"9/30/2012",4,1,9,15,0,"Sun","no","1_clear",0.64,0.6212,0.36,0.2537,230,419,649,2012-09-30 15:00:00
15204,"9/30/2012",4,1,9,16,0,"Sun","no","1_clear",0.64,0.6212,0.36,0.2239,202,446,648,2012-09-30 16:00:00
15205,"9/30/2012",4,1,9,17,0,"Sun","no","1_clear",0.62,0.6212,0.35,0.2836,195,380,575,2012-09-30 17:00:00
15206,"9/30/2012",4,1,9,18,0,"Sun","no","1_clear",0.52,0.5,0.59,0.4478,91,310,401,2012-09-30 18:00:00
15207,"9/30/2012",4,1,9,19,0,"Sun","no","3_Light snow/rain",0.5,0.4848,0.72,0.1343,34,223,257,2012-09-30 19:00:00
15208,"9/30/2012",4,1,9,20,0,"Sun","no","3_Light snow/rain",0.5,0.4848,0.72,0.1343,31,163,194,2012-09-30 20:00:00
15209,"9/30/2012",4,1,9,21,0,"Sun","no","1_clear",0.5,0.4848,0.68,0,19,104,123,2012-09-30 21:00:00
15210,"9/30/2012",4,1,9,22,0,"Sun","no","1_clear",0.48,0.4697,0.72,0,15,76,91,2012-09-30 22:00:00
15211,"9/30/2012",4,1,9,23,0,"Sun","no","1_clear",0.48,0.4697,0.72,0.0896,8,49,57,2012-09-30 23:00:00
15212,"10/1/2012",4,1,10,0,0,"mon","yes","1_clear",0.46,0.4545,0.72,0.1045,6,39,45,2012-10-01 00:00:00
15213,"10/1/2012",4,1,10,1,0,"mon","yes","1_clear",0.44,0.4394,0.77,0.0896,5,13,18,2012-10-01 01:00:00
15214,"10/1/2012",4,1,10,2,0,"mon","yes","1_clear",0.46,0.4545,0.72,0,6,6,12,2012-10-01 02:00:00
15215,"10/1/2012",4,1,10,3,0,"mon","yes","1_clear",0.44,0.4394,0.77,0,1,6,7,2012-10-01 03:00:00
15216,"10/1/2012",4,1,10,4,0,"mon","yes","1_clear",0.42,0.4242,0.82,0.1045,0,10,10,2012-10-01 04:00:00
15217,"10/1/2012",4,1,10,5,0,"mon","yes","1_clear",0.44,0.4394,0.77,0,2,34,36,2012-10-01 05:00:00
15218,"10/1/2012",4,1,10,6,0,"mon","yes","1_clear",0.44,0.4394,0.77,0.1045,8,147,155,2012-10-01 06:00:00
15219,"10/1/2012",4,1,10,7,0,"mon","yes","1_clear",0.44,0.4394,0.77,0.1642,13,470,483,2012-10-01 07:00:00
15220,"10/1/2012",4,1,10,8,0,"mon","yes","2_Mist+cloudy",0.46,0.4545,0.77,0.1045,40,744,784,2012-10-01 08:00:00
15221,"10/1/2012",4,1,10,9,0,"mon","yes","2_Mist+cloudy",0.52,0.5,0.63,0,26,314,340,2012-10-01 09:00:00
15222,"10/1/2012",4,1,10,10,0,"mon","yes","1_clear",0.54,0.5152,0.56,0,44,135,179,2012-10-01 10:00:00
15223,"10/1/2012",4,1,10,11,0,"mon","yes","1_clear",0.58,0.5455,0.46,0,76,196,272,2012-10-01 11:00:00
15224,"10/1/2012",4,1,10,12,0,"mon","yes","2_Mist+cloudy",0.6,0.6212,0.43,0.1642,61,262,323,2012-10-01 12:00:00
15225,"10/1/2012",4,1,10,13,0,"mon","yes","2_Mist+cloudy",0.6,0.6212,0.43,0.1642,80,225,305,2012-10-01 13:00:00
15226,"10/1/2012",4,1,10,14,0,"mon","yes","2_Mist+cloudy",0.6,0.6212,0.43,0.1045,51,193,244,2012-10-01 14:00:00
15227,"10/1/2012",4,1,10,15,0,"mon","yes","2_Mist+cloudy",0.62,0.6212,0.43,0.1343,95,234,329,2012-10-01 15:00:00
15228,"10/1/2012",4,1,10,16,0,"mon","yes","2_Mist+cloudy",0.62,0.6212,0.46,0.2537,51,408,459,2012-10-01 16:00:00
15229,"10/1/2012",4,1,10,17,0,"mon","yes","3_Light snow/rain",0.56,0.5303,0.6,0.2537,65,791,856,2012-10-01 17:00:00
15230,"10/1/2012",4,1,10,18,0,"mon","yes","3_Light snow/rain",0.56,0.5303,0.64,0.1045,42,571,613,2012-10-01 18:00:00
15231,"10/1/2012",4,1,10,19,0,"mon","yes","2_Mist+cloudy",0.54,0.5152,0.68,0.1045,33,483,516,2012-10-01 19:00:00
15232,"10/1/2012",4,1,10,20,0,"mon","yes","3_Light snow/rain",0.54,0.5152,0.68,0,11,251,262,2012-10-01 20:00:00
15233,"10/1/2012",4,1,10,21,0,"mon","yes","2_Mist+cloudy",0.54,0.5152,0.73,0.1343,13,205,218,2012-10-01 21:00:00
15234,"10/1/2012",4,1,10,22,0,"mon","yes","3_Light snow/rain",0.54,0.5152,0.77,0.0896,17,190,207,2012-10-01 22:00:00
15235,"10/1/2012",4,1,10,23,0,"mon","yes","3_Light snow/rain",0.54,0.5152,0.77,0,17,88,105,2012-10-01 23:00:00
15236,"10/2/2012",4,1,10,0,0,"tue","yes","2_Mist+cloudy",0.56,0.5303,0.73,0,1,30,31,2012-10-02 00:00:00
15237,"10/2/2012",4,1,10,1,0,"tue","yes","2_Mist+cloudy",0.54,0.5152,0.77,0.1045,0,11,11,2012-10-02 01:00:00
15238,"10/2/2012",4,1,10,2,0,"tue","yes","2_Mist+cloudy",0.54,0.5152,0.77,0.1045,0,2,2,2012-10-02 02:00:00
15239,"10/2/2012",4,1,10,3,0,"tue","yes","2_Mist+cloudy",0.54,0.5152,0.88,0.194,1,4,5,2012-10-02 03:00:00
15240,"10/2/2012",4,1,10,4,0,"tue","yes","2_Mist+cloudy",0.56,0.5303,0.83,0.0896,2,8,10,2012-10-02 04:00:00
15241,"10/2/2012",4,1,10,5,0,"tue","yes","2_Mist+cloudy",0.56,0.5303,0.83,0.1343,1,42,43,2012-10-02 05:00:00
15242,"10/2/2012",4,1,10,6,0,"tue","yes","3_Light snow/rain",0.58,0.5455,0.83,0.1045,3,176,179,2012-10-02 06:00:00
15243,"10/2/2012",4,1,10,7,0,"tue","yes","3_Light snow/rain",0.58,0.5455,0.83,0.1045,4,256,260,2012-10-02 07:00:00
15244,"10/2/2012",4,1,10,8,0,"tue","yes","3_Light snow/rain",0.6,0.5455,0.88,0,6,128,134,2012-10-02 08:00:00
15245,"10/2/2012",4,1,10,9,0,"tue","yes","3_Light snow/rain",0.58,0.5455,0.88,0.1343,3,83,86,2012-10-02 09:00:00
15246,"10/2/2012",4,1,10,10,0,"tue","yes","3_Light snow/rain",0.58,0.5455,0.88,0.1343,3,42,45,2012-10-02 10:00:00
15247,"10/2/2012",4,1,10,11,0,"tue","yes","3_Light snow/rain",0.58,0.5455,0.94,0.1343,7,92,99,2012-10-02 11:00:00
15248,"10/2/2012",4,1,10,12,0,"tue","yes","2_Mist+cloudy",0.6,0.5455,0.88,0.194,6,98,104,2012-10-02 12:00:00
15249,"10/2/2012",4,1,10,13,0,"tue","yes","2_Mist+cloudy",0.6,0.5455,0.88,0.1343,6,148,154,2012-10-02 13:00:00
15250,"10/2/2012",4,1,10,14,0,"tue","yes","3_Light snow/rain",0.6,0.5455,0.88,0.1343,16,147,163,2012-10-02 14:00:00
15251,"10/2/2012",4,1,10,15,0,"tue","yes","3_Light snow/rain",0.62,0.5758,0.83,0.1343,14,195,209,2012-10-02 15:00:00
15252,"10/2/2012",4,1,10,16,0,"tue","yes","3_Light snow/rain",0.62,0.5606,0.88,0.1343,46,328,374,2012-10-02 16:00:00
15253,"10/2/2012",4,1,10,17,0,"tue","yes","3_Light snow/rain",0.62,0.5606,0.88,0.1045,38,677,715,2012-10-02 17:00:00
15254,"10/2/2012",4,1,10,18,0,"tue","yes","3_Light snow/rain",0.62,0.5455,0.94,0.0896,48,639,687,2012-10-02 18:00:00
15255,"10/2/2012",4,1,10,19,0,"tue","yes","3_Light snow/rain",0.62,0.5455,0.94,0,27,368,395,2012-10-02 19:00:00
15256,"10/2/2012",4,1,10,20,0,"tue","yes","3_Light snow/rain",0.62,0.5455,0.94,0.1343,20,286,306,2012-10-02 20:00:00
15257,"10/2/2012",4,1,10,21,0,"tue","yes","3_Light snow/rain",0.62,0.5455,0.94,0.1045,24,265,289,2012-10-02 21:00:00
15258,"10/2/2012",4,1,10,22,0,"tue","yes","2_Mist+cloudy",0.62,0.5455,0.94,0.1045,28,212,240,2012-10-02 22:00:00
15259,"10/2/2012",4,1,10,23,0,"tue","yes","2_Mist+cloudy",0.62,0.5455,0.94,0,11,87,98,2012-10-02 23:00:00
15260,"10/3/2012",4,1,10,0,0,"wed","yes","3_Light snow/rain",0.62,0.5455,0.94,0,5,47,52,2012-10-03 00:00:00
15261,"10/3/2012",4,1,10,1,0,"wed","yes","2_Mist+cloudy",0.62,0.5455,0.94,0,3,16,19,2012-10-03 01:00:00
15262,"10/3/2012",4,1,10,2,0,"wed","yes","2_Mist+cloudy",0.62,0.5455,0.94,0,2,7,9,2012-10-03 02:00:00
15263,"10/3/2012",4,1,10,3,0,"wed","yes","2_Mist+cloudy",0.6,0.5152,0.94,0,0,7,7,2012-10-03 03:00:00
15264,"10/3/2012",4,1,10,4,0,"wed","yes","2_Mist+cloudy",0.6,0.5,1,0,2,9,11,2012-10-03 04:00:00
15265,"10/3/2012",4,1,10,5,0,"wed","yes","2_Mist+cloudy",0.62,0.5455,0.94,0.1045,2,32,34,2012-10-03 05:00:00
15266,"10/3/2012",4,1,10,6,0,"wed","yes","2_Mist+cloudy",0.6,0.5152,0.94,0.1343,4,173,177,2012-10-03 06:00:00
15267,"10/3/2012",4,1,10,7,0,"wed","yes","2_Mist+cloudy",0.6,0.5152,0.94,0.194,11,504,515,2012-10-03 07:00:00
15268,"10/3/2012",4,1,10,8,0,"wed","yes","2_Mist+cloudy",0.62,0.5606,0.88,0.1045,28,781,809,2012-10-03 08:00:00
15269,"10/3/2012",4,1,10,9,0,"wed","yes","2_Mist+cloudy",0.62,0.5758,0.83,0.194,30,332,362,2012-10-03 09:00:00
15270,"10/3/2012",4,1,10,10,0,"wed","yes","1_clear",0.66,0.6061,0.78,0.1642,29,146,175,2012-10-03 10:00:00
15271,"10/3/2012",4,1,10,11,0,"wed","yes","1_clear",0.66,0.6061,0.78,0.1642,52,178,230,2012-10-03 11:00:00
15272,"10/3/2012",4,1,10,12,0,"wed","yes","2_Mist+cloudy",0.7,0.6515,0.7,0.1045,69,289,358,2012-10-03 12:00:00
15273,"10/3/2012",4,1,10,13,0,"wed","yes","2_Mist+cloudy",0.7,0.6667,0.74,0.1045,55,224,279,2012-10-03 13:00:00
15274,"10/3/2012",4,1,10,14,0,"wed","yes","2_Mist+cloudy",0.72,0.6818,0.7,0.1642,56,195,251,2012-10-03 14:00:00
15275,"10/3/2012",4,1,10,15,0,"wed","yes","2_Mist+cloudy",0.72,0.6818,0.62,0.1642,59,260,319,2012-10-03 15:00:00
15276,"10/3/2012",4,1,10,16,0,"wed","yes","2_Mist+cloudy",0.72,0.6667,0.58,0,42,436,478,2012-10-03 16:00:00
15277,"10/3/2012",4,1,10,17,0,"wed","yes","1_clear",0.7,0.6515,0.65,0,84,833,917,2012-10-03 17:00:00
15278,"10/3/2012",4,1,10,18,0,"wed","yes","1_clear",0.7,0.6515,0.65,0,54,756,810,2012-10-03 18:00:00
15279,"10/3/2012",4,1,10,19,0,"wed","yes","1_clear",0.7,0.6515,0.65,0,49,544,593,2012-10-03 19:00:00
15280,"10/3/2012",4,1,10,20,0,"wed","yes","1_clear",0.7,0.6515,0.65,0,48,449,497,2012-10-03 20:00:00
15281,"10/3/2012",4,1,10,21,0,"wed","yes","2_Mist+cloudy",0.66,0.6212,0.74,0,14,195,209,2012-10-03 21:00:00
15282,"10/3/2012",4,1,10,22,0,"wed","yes","1_clear",0.66,0.6212,0.74,0,9,232,241,2012-10-03 22:00:00
15283,"10/3/2012",4,1,10,23,0,"wed","yes","2_Mist+cloudy",0.66,0.6061,0.78,0,21,199,220,2012-10-03 23:00:00
15284,"10/4/2012",4,1,10,0,0,"thu","yes","3_Light snow/rain",0.64,0.5758,0.89,0,11,65,76,2012-10-04 00:00:00
15285,"10/4/2012",4,1,10,1,0,"thu","yes","2_Mist+cloudy",0.62,0.5455,0.94,0,2,23,25,2012-10-04 01:00:00
15286,"10/4/2012",4,1,10,2,0,"thu","yes","1_clear",0.64,0.5758,0.89,0,3,10,13,2012-10-04 02:00:00
15287,"10/4/2012",4,1,10,3,0,"thu","yes","2_Mist+cloudy",0.62,0.5606,0.88,0,5,6,11,2012-10-04 03:00:00
15288,"10/4/2012",4,1,10,4,0,"thu","yes","2_Mist+cloudy",0.64,0.5758,0.89,0,0,10,10,2012-10-04 04:00:00
15289,"10/4/2012",4,1,10,5,0,"thu","yes","3_Light snow/rain",0.64,0.5758,0.89,0.1045,2,37,39,2012-10-04 05:00:00
15290,"10/4/2012",4,1,10,6,0,"thu","yes","3_Light snow/rain",0.62,0.5455,0.94,0.0896,1,132,133,2012-10-04 06:00:00
15291,"10/4/2012",4,1,10,7,0,"thu","yes","2_Mist+cloudy",0.64,0.5758,0.89,0.0896,12,379,391,2012-10-04 07:00:00
15292,"10/4/2012",4,1,10,8,0,"thu","yes","1_clear",0.64,0.5758,0.89,0,27,711,738,2012-10-04 08:00:00
15293,"10/4/2012",4,1,10,9,0,"thu","yes","2_Mist+cloudy",0.64,0.5758,0.89,0.194,40,319,359,2012-10-04 09:00:00
15294,"10/4/2012",4,1,10,10,0,"thu","yes","2_Mist+cloudy",0.66,0.6061,0.83,0.1343,27,150,177,2012-10-04 10:00:00
15295,"10/4/2012",4,1,10,11,0,"thu","yes","2_Mist+cloudy",0.7,0.6515,0.7,0.1045,38,176,214,2012-10-04 11:00:00
15296,"10/4/2012",4,1,10,12,0,"thu","yes","2_Mist+cloudy",0.72,0.6667,0.54,0.194,57,231,288,2012-10-04 12:00:00
15297,"10/4/2012",4,1,10,13,0,"thu","yes","2_Mist+cloudy",0.72,0.6667,0.58,0.3284,63,231,294,2012-10-04 13:00:00
15298,"10/4/2012",4,1,10,14,0,"thu","yes","1_clear",0.7,0.6515,0.61,0.2537,56,211,267,2012-10-04 14:00:00
15299,"10/4/2012",4,1,10,15,0,"thu","yes","1_clear",0.72,0.6667,0.54,0.2836,77,248,325,2012-10-04 15:00:00
15300,"10/4/2012",4,1,10,16,0,"thu","yes","1_clear",0.7,0.6515,0.54,0.2836,86,411,497,2012-10-04 16:00:00
15301,"10/4/2012",4,1,10,17,0,"thu","yes","1_clear",0.7,0.6515,0.51,0.2239,112,789,901,2012-10-04 17:00:00
15302,"10/4/2012",4,1,10,18,0,"thu","yes","1_clear",0.66,0.6212,0.57,0.1045,75,812,887,2012-10-04 18:00:00
15303,"10/4/2012",4,1,10,19,0,"thu","yes","1_clear",0.66,0.6212,0.57,0.1045,67,467,534,2012-10-04 19:00:00
15304,"10/4/2012",4,1,10,20,0,"thu","yes","1_clear",0.64,0.6061,0.65,0.1045,50,391,441,2012-10-04 20:00:00
15305,"10/4/2012",4,1,10,21,0,"thu","yes","1_clear",0.62,0.6061,0.69,0,33,288,321,2012-10-04 21:00:00
15306,"10/4/2012",4,1,10,22,0,"thu","yes","1_clear",0.64,0.6212,0.47,0.1343,29,203,232,2012-10-04 22:00:00
15307,"10/4/2012",4,1,10,23,0,"thu","yes","1_clear",0.6,0.6212,0.56,0.0896,18,137,155,2012-10-04 23:00:00
15308,"10/5/2012",4,1,10,0,0,"fri","yes","1_clear",0.56,0.5303,0.73,0,16,86,102,2012-10-05 00:00:00
15309,"10/5/2012",4,1,10,1,0,"fri","yes","1_clear",0.54,0.5152,0.68,0.1045,3,43,46,2012-10-05 01:00:00
15310,"10/5/2012",4,1,10,2,0,"fri","yes","1_clear",0.54,0.5152,0.73,0.0896,1,10,11,2012-10-05 02:00:00
15311,"10/5/2012",4,1,10,3,0,"fri","yes","1_clear",0.54,0.5152,0.73,0,5,11,16,2012-10-05 03:00:00
15312,"10/5/2012",4,1,10,4,0,"fri","yes","1_clear",0.54,0.5152,0.77,0,0,11,11,2012-10-05 04:00:00
15313,"10/5/2012",4,1,10,5,0,"fri","yes","1_clear",0.52,0.5,0.77,0,0,41,41,2012-10-05 05:00:00
15314,"10/5/2012",4,1,10,6,0,"fri","yes","1_clear",0.52,0.5,0.83,0,4,133,137,2012-10-05 06:00:00
15315,"10/5/2012",4,1,10,7,0,"fri","yes","1_clear",0.52,0.5,0.83,0.1045,11,417,428,2012-10-05 07:00:00
15316,"10/5/2012",4,1,10,8,0,"fri","yes","1_clear",0.58,0.5455,0.64,0,36,749,785,2012-10-05 08:00:00
15317,"10/5/2012",4,1,10,9,0,"fri","yes","1_clear",0.6,0.6061,0.6,0.0896,58,326,384,2012-10-05 09:00:00
15318,"10/5/2012",4,1,10,10,0,"fri","yes","1_clear",0.66,0.6212,0.54,0,68,192,260,2012-10-05 10:00:00
15319,"10/5/2012",4,1,10,11,0,"fri","yes","1_clear",0.7,0.6515,0.48,0.194,90,214,304,2012-10-05 11:00:00
15320,"10/5/2012",4,1,10,12,0,"fri","yes","1_clear",0.72,0.6515,0.42,0.1642,161,307,468,2012-10-05 12:00:00
15321,"10/5/2012",4,1,10,13,0,"fri","yes","1_clear",0.7,0.6515,0.48,0,117,307,424,2012-10-05 13:00:00
15322,"10/5/2012",4,1,10,14,0,"fri","yes","1_clear",0.74,0.6515,0.37,0.2239,113,287,400,2012-10-05 14:00:00
15323,"10/5/2012",4,1,10,15,0,"fri","yes","1_clear",0.72,0.6515,0.39,0.2537,150,320,470,2012-10-05 15:00:00
15324,"10/5/2012",4,1,10,16,0,"fri","yes","1_clear",0.72,0.6515,0.37,0,153,481,634,2012-10-05 16:00:00
15325,"10/5/2012",4,1,10,17,0,"fri","yes","1_clear",0.7,0.6364,0.42,0.1642,158,742,900,2012-10-05 17:00:00
15326,"10/5/2012",4,1,10,18,0,"fri","yes","1_clear",0.64,0.6212,0.57,0.1343,106,655,761,2012-10-05 18:00:00
15327,"10/5/2012",4,1,10,19,0,"fri","yes","1_clear",0.62,0.5909,0.73,0.1642,67,433,500,2012-10-05 19:00:00
15328,"10/5/2012",4,1,10,20,0,"fri","yes","1_clear",0.6,0.5758,0.78,0.1343,66,306,372,2012-10-05 20:00:00
15329,"10/5/2012",4,1,10,21,0,"fri","yes","1_clear",0.6,0.5909,0.69,0.2239,47,220,267,2012-10-05 21:00:00
15330,"10/5/2012",4,1,10,22,0,"fri","yes","1_clear",0.6,0.5909,0.73,0.2836,63,201,264,2012-10-05 22:00:00
15331,"10/5/2012",4,1,10,23,0,"fri","yes","1_clear",0.58,0.5455,0.78,0.2239,23,148,171,2012-10-05 23:00:00
15332,"10/6/2012",4,1,10,0,0,"sat","no","1_clear",0.56,0.5303,0.83,0.1642,37,154,191,2012-10-06 00:00:00
15333,"10/6/2012",4,1,10,1,0,"sat","no","1_clear",0.56,0.5303,0.83,0.2537,25,116,141,2012-10-06 01:00:00
15334,"10/6/2012",4,1,10,2,0,"sat","no","1_clear",0.56,0.5303,0.78,0.194,13,62,75,2012-10-06 02:00:00
15335,"10/6/2012",4,1,10,3,0,"sat","no","1_clear",0.54,0.5152,0.77,0.2239,2,54,56,2012-10-06 03:00:00
15336,"10/6/2012",4,1,10,4,0,"sat","no","1_clear",0.54,0.5152,0.83,0.2537,4,7,11,2012-10-06 04:00:00
15337,"10/6/2012",4,1,10,5,0,"sat","no","1_clear",0.54,0.5152,0.83,0.194,2,8,10,2012-10-06 05:00:00
15338,"10/6/2012",4,1,10,6,0,"sat","no","1_clear",0.54,0.5152,0.88,0.2537,2,28,30,2012-10-06 06:00:00
15339,"10/6/2012",4,1,10,7,0,"sat","no","1_clear",0.54,0.5152,0.83,0.2985,13,71,84,2012-10-06 07:00:00
15340,"10/6/2012",4,1,10,8,0,"sat","no","1_clear",0.56,0.5303,0.83,0.194,22,184,206,2012-10-06 08:00:00
15341,"10/6/2012",4,1,10,9,0,"sat","no","1_clear",0.6,0.5909,0.73,0.194,130,265,395,2012-10-06 09:00:00
15342,"10/6/2012",4,1,10,10,0,"sat","no","1_clear",0.62,0.6061,0.69,0.2836,198,341,539,2012-10-06 10:00:00
